8300033627-20170322104732_v52.21,30003-20170322104732_v52.21,6215,NA,-524,12,7018,1491154396
8300033627-20170322104732_v52.21,30003-20170322104732_v52.21,6215,NA,-524,12,7018,1491154396
8300033627-20170322104732_v52.21,30003-20170322104732_v52.21,6215,NA,-524,12,7018,1491154396
8300033627-20170322104732_v52.21,30003-20170322104732_v52.21,6215,NA,-524,12,7018,1491154396
8300033627-20170322104732_v52.21,30003-20170322104732_v52.21,6215,NA,-524,12,7018,1491154396
8300033628-20170322104732_v52.21,30003-20170322104732_v52.21,6220,-462,NA,10,7053,1491155958
8300033628-20170322104732_v52.21,30003-20170322104732_v52.21,6220,-462,NA,10,7053,1491155958
8300033628-20170322104732_v52.21,30003-20170322104732_v52.21,6220,NA,-632,12,7018,1491156088
8300033628-20170322104732_v52.21,30003-20170322104732_v52.21,6220,NA,-589,12,7018,1491156131
8300033628-20170322104732_v52.21,30003-20170322104732_v52.21,6220,NA,-589,12,7018,1491156131
8300033628-20170322104732_v52.21,30003-20170322104732_v52.21,6220,NA,-589,12,7018,1491156131
8300033628-20170322104732_v52.21,30003-20170322104732_v52.21,6220,NA,-589,12,7018,1491156131
8300033628-20170322104732_v52.21,30003-20170322104732_v52.21,6220,NA,-589,12,7018,1491156131
