8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,74,NA,1,2200,1492104674
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,74,NA,1,2200,1492104674
8300033627-20170328143823_v52.27,30003-20170328143823_v52.27,6215,-227,NA,10,7053,1492104793
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,74,NA,1,2200,1492104674
8300033627-20170328143823_v52.27,30003-20170328143823_v52.27,6215,-227,NA,10,7053,1492104793
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,74,NA,1,2200,1492104674
8300033627-20170328143823_v52.27,30003-20170328143823_v52.27,6215,-227,NA,10,7053,1492104793
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,74,NA,1,2200,1492104674
8300033627-20170328143823_v52.27,30003-20170328143823_v52.27,6215,-227,NA,10,7053,1492104793
8300033627-20170328143823_v52.27,30003-20170328143823_v52.27,6215,-227,NA,10,7053,1492104793
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,-271,NA,10,7053,1492106549
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,-271,NA,10,7053,1492106549
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,NA,-404,12,7018,1492106716
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,NA,-404,12,7018,1492106716
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,NA,-404,12,7018,1492106716
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,NA,-404,12,7018,1492106716
8300033628-20170328143823_v52.27,30003-20170328143823_v52.27,6220,NA,-404,12,7018,1492106716
