8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,201,NA,2,1464,1491817851
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,201,NA,2,1464,1491817851
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,201,NA,2,1464,1491817851
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,201,NA,2,1464,1491817851
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,201,NA,2,1464,1491817851
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,NA,327,3,7060,1491818127
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,NA,327,3,7060,1491818127
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,478,NA,3,7060,1491818278
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,NA,434,4,7062,1491818331
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,442,NA,4,7062,1491818339
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,426,NA,5,7164,1491818420
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,389,NA,6,7168,1491818480
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,389,NA,6,7168,1491818480
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,403,NA,7,8502,1491818591
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,403,NA,7,8502,1491818591
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,450,NA,8,8512,1491818735
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,388,NA,9,8516,1491818770
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,388,NA,9,8516,1491818770
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,401,NA,10,8524,1491818880
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,388,NA,11,8532,1491818968
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,388,NA,11,8532,1491818968
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,388,NA,11,8532,1491818968
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,388,NA,11,8532,1491818968
8300033519-20170322104732_v52.21,30004-20170322104732_v52.21,6218,388,NA,11,8532,1491818968
8300033522-20170322104732_v52.21,30004-20170322104732_v52.21,6216,186,NA,2,1464,1491819636
8300033522-20170322104732_v52.21,30004-20170322104732_v52.21,6216,186,NA,2,1464,1491819636
8300033522-20170322104732_v52.21,30004-20170322104732_v52.21,6216,186,NA,2,1464,1491819636
8300033522-20170322104732_v52.21,30004-20170322104732_v52.21,6216,186,NA,2,1464,1491819636
