8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,67,2,2006,1491070867
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,67,2,2006,1491070867
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,67,2,2006,1491070867
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,67,2,2006,1491070867
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,67,2,2006,1491070867
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-979,9,7018,1491072641
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-979,9,7018,1491072641
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-979,9,7018,1491072641
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-979,9,7018,1491072641
8300033753-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-979,9,7018,1491072641
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,22,NA,2,2006,1491113722
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,22,NA,2,2006,1491113722
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,22,NA,2,2006,1491113722
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,22,NA,2,2006,1491113722
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,22,NA,2,2006,1491113722
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-468,4,8419,1491114987
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-438,NA,4,8419,1491115017
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,99,2,2006,1491114999
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-438,NA,4,8419,1491115017
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,99,2,2006,1491114999
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-438,NA,4,8419,1491115017
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,247,NA,2,2006,1491115147
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-494,5,8407,1491115216
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,247,NA,2,2006,1491115147
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-466,NA,5,8407,1491115244
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,247,NA,2,2006,1491115147
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-466,NA,5,8407,1491115244
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,247,NA,2,2006,1491115147
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-466,NA,5,8407,1491115244
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,247,NA,2,2006,1491115147
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-466,NA,5,8407,1491115244
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-465,6,7063,1491115500
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-418,NA,6,7063,1491115547
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-418,NA,6,7063,1491115547
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-418,NA,6,7063,1491115547
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-418,NA,6,7063,1491115547
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-56,NA,1,2200,1491115744
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-421,7,7053,1491115799
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-56,NA,1,2200,1491115744
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-361,NA,7,7053,1491115859
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-56,NA,1,2200,1491115744
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-361,NA,7,7053,1491115859
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-56,NA,1,2200,1491115744
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-367,8,7047,1491116003
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-56,NA,1,2200,1491115744
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,-360,NA,8,7047,1491116010
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-416,9,7018,1491116104
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-31,2,2006,1491116069
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-356,9,7018,1491116164
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-31,2,2006,1491116069
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-356,9,7018,1491116164
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,137,NA,2,2006,1491116237
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-356,9,7018,1491116164
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,137,NA,2,2006,1491116237
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-197,9,7018,1491116323
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-310,4,8419,1491116345
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,137,NA,2,2006,1491116237
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-107,9,7018,1491116413
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-260,NA,4,8419,1491116395
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,137,NA,2,2006,1491116237
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-107,9,7018,1491116413
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-260,NA,4,8419,1491116395
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,137,NA,2,2006,1491116237
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-107,9,7018,1491116413
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-260,NA,4,8419,1491116395
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-107,9,7018,1491116413
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-260,NA,4,8419,1491116395
8300033754-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-107,9,7018,1491116413
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-245,NA,5,8407,1491116665
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-245,NA,5,8407,1491116665
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-245,NA,5,8407,1491116665
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-245,NA,5,8407,1491116665
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-289,6,7063,1491116876
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-231,NA,6,7063,1491116934
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-231,NA,6,7063,1491116934
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-231,NA,6,7063,1491116934
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-231,NA,6,7063,1491116934
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-231,NA,6,7063,1491116934
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-137,7,7053,1491117283
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-137,7,7053,1491117283
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-27,NA,7,7053,1491117393
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-429,NA,4,8419,1491117426
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,-27,NA,7,7053,1491117393
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-429,NA,4,8419,1491117426
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-27,8,7047,1491117543
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-429,NA,4,8419,1491117426
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,18,NA,8,7047,1491117588
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-429,NA,4,8419,1491117426
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,64,2,2006,1491117664
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-48,9,7018,1491117672
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-429,NA,4,8419,1491117426
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,64,2,2006,1491117664
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-48,9,7018,1491117672
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-391,NA,5,8407,1491117719
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,184,NA,2,2006,1491117784
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-48,9,7018,1491117672
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-391,NA,5,8407,1491117719
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,184,NA,2,2006,1491117784
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-48,9,7018,1491117672
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-391,NA,5,8407,1491117719
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,184,NA,2,2006,1491117784
8300033755-20170322104732_v52.21,30005-20170322104732_v52.21,6218,NA,-48,9,7018,1491117672
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-391,NA,5,8407,1491117719
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,184,NA,2,2006,1491117784
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-406,6,7063,1491117959
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,184,NA,2,2006,1491117784
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-366,NA,6,7063,1491117999
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-366,NA,6,7063,1491117999
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-366,NA,6,7063,1491117999
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-428,7,7053,1491118192
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-378,NA,7,7053,1491118242
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-378,NA,7,7053,1491118242
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,-386,NA,8,7047,1491118384
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-461,9,7018,1491118459
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-461,9,7018,1491118459
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-461,9,7018,1491118459
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-461,9,7018,1491118459
8300033756-20170322104732_v52.21,30005-20170322104732_v52.21,621E,NA,-461,9,7018,1491118459
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-445,NA,4,8419,1491118910
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-445,NA,4,8419,1491118910
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-445,NA,4,8419,1491118910
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-445,NA,4,8419,1491118910
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-428,NA,5,8407,1491119182
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-428,NA,5,8407,1491119182
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-428,NA,5,8407,1491119182
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-428,NA,5,8407,1491119182
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-459,6,7063,1491119406
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,NA,-20,2,2006,1491119380
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-425,NA,6,7063,1491119440
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,57,NA,2,2006,1491119457
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-425,NA,6,7063,1491119440
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,57,NA,2,2006,1491119457
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-425,NA,6,7063,1491119440
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,57,NA,2,2006,1491119457
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-464,7,7053,1491119656
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,57,NA,2,2006,1491119457
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-413,NA,7,7053,1491119707
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,57,NA,2,2006,1491119457
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-488,NA,8,7047,1491119782
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,-488,NA,8,7047,1491119782
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-519,9,7018,1491119901
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-519,9,7018,1491119901
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-399,9,7018,1491120021
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-399,9,7018,1491120021
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-399,9,7018,1491120021
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-399,9,7018,1491120021
8300033757-20170322104732_v52.21,30005-20170322104732_v52.21,6214,NA,-399,9,7018,1491120021
8300033758-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-390,1,2200,1491120510
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,-605,NA,4,8419,1491120550
8300033758-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-390,1,2200,1491120510
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,-605,NA,4,8419,1491120550
8300033758-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-390,1,2200,1491120510
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,-605,NA,4,8419,1491120550
8300033758-20170322104732_v52.21,30005-20170322104732_v52.21,6210,NA,-390,1,2200,1491120510
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,NA,-668,5,8407,1491120742
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,-657,NA,5,8407,1491120753
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,-657,NA,5,8407,1491120753
8300033762-20170322104732_v52.21,30005-20170322104732_v52.21,6216,-657,NA,5,8407,1491120753
