8300033781-20170322104732_v52.21,30006-20170322104732_v52.21,6216,28,NA,3,7060,1491843928
8300033781-20170322104732_v52.21,30006-20170322104732_v52.21,6216,-129,NA,5,7164,1491844011
8300033781-20170322104732_v52.21,30006-20170322104732_v52.21,6216,-184,NA,6,7168,1491844076
8300033781-20170322104732_v52.21,30006-20170322104732_v52.21,6216,-184,NA,6,7168,1491844076
8300033781-20170322104732_v52.21,30006-20170322104732_v52.21,6216,-184,NA,6,7168,1491844076
8300033781-20170322104732_v52.21,30006-20170322104732_v52.21,6216,-184,NA,6,7168,1491844076
8300033781-20170322104732_v52.21,30006-20170322104732_v52.21,6216,-184,NA,6,7168,1491844076
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,73,NA,3,7060,1491845773
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,73,NA,3,7060,1491845773
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,73,NA,3,7060,1491845773
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,73,NA,3,7060,1491845773
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,73,NA,3,7060,1491845773
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,194,NA,2,1464,1491847544
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,194,NA,2,1464,1491847544
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,194,NA,2,1464,1491847544
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,NA,-194,11,2010,1491847726
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,202,3,7060,1491847702
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,NA,-194,11,2010,1491847726
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,202,3,7060,1491847702
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,NA,-105,11,2010,1491847815
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,202,3,7060,1491847702
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,NA,-105,11,2010,1491847815
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,202,3,7060,1491847702
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,NA,-105,11,2010,1491847815
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,265,4,7062,1491847965
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,NA,-105,11,2010,1491847815
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,301,NA,4,7062,1491848001
8300033779-20170322104732_v52.21,30006-20170322104732_v52.21,6211,NA,-105,11,2010,1491847815
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,196,5,7164,1491848096
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,196,5,7164,1491848096
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,126,6,7168,1491848226
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,131,NA,6,7168,1491848231
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,131,NA,6,7168,1491848231
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,131,NA,6,7168,1491848231
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,131,NA,6,7168,1491848231
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,190,7,8410,1491848490
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,230,NA,7,8410,1491848530
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,133,8,8418,1491848633
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,180,NA,8,8418,1491848680
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,180,NA,8,8418,1491848680
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,109,9,8428,1491848809
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,109,9,8428,1491848809
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,109,9,8428,1491848809
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,109,9,8428,1491848809
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,109,9,8428,1491848809
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,NA,259,2,1464,1491849409
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,302,NA,2,1464,1491849452
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,302,NA,2,1464,1491849452
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,302,NA,2,1464,1491849452
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,NA,341,3,7060,1491849641
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,402,NA,3,7060,1491849702
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,NA,237,4,7062,1491849737
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,293,NA,4,7062,1491849793
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,293,NA,4,7062,1491849793
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,43,NA,6,7168,1491849943
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,43,NA,6,7168,1491849943
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,43,NA,6,7168,1491849943
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,43,NA,6,7168,1491849943
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,43,NA,6,7168,1491849943
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,NA,190,7,8410,1491850290
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,226,NA,7,8410,1491850326
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,-153,11,2010,1491850347
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,226,NA,7,8410,1491850326
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,-153,11,2010,1491850347
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,188,NA,8,8418,1491850488
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,-49,11,2010,1491850451
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,188,NA,8,8418,1491850488
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,-49,11,2010,1491850451
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,188,NA,8,8418,1491850488
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,-49,11,2010,1491850451
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,150,NA,9,8428,1491850650
8300033782-20170322104732_v52.21,30006-20170322104732_v52.21,621F,NA,-49,11,2010,1491850451
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,150,NA,9,8428,1491850650
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,150,NA,9,8428,1491850650
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,150,NA,9,8428,1491850650
8300033780-20170322104732_v52.21,30006-20170322104732_v52.21,620A,150,NA,9,8428,1491850650
8300059129-20170322104732_v52.21,30006-20170322104732_v52.21,6217,292,NA,2,1464,1491851842
8300059129-20170322104732_v52.21,30006-20170322104732_v52.21,6217,292,NA,2,1464,1491851842
8300059129-20170322104732_v52.21,30006-20170322104732_v52.21,6217,292,NA,2,1464,1491851842
8300059129-20170322104732_v52.21,30006-20170322104732_v52.21,6217,292,NA,2,1464,1491851842
8300059129-20170322104732_v52.21,30006-20170322104732_v52.21,6217,292,NA,2,1464,1491851842
8300059129-20170322104732_v52.21,30006-20170322104732_v52.21,6217,NA,534,3,7060,1491852234
8300059129-20170322104732_v52.21,30006-20170322104732_v52.21,6217,NA,534,3,7060,1491852234
