8300033627-20170602141618_v54.27,30003-20170602141618_v54.27,6214,NA,-444,12,7018,1497288876
8300033627-20170602141618_v54.27,30003-20170602141618_v54.27,6214,NA,-444,12,7018,1497288876
8300033627-20170602141618_v54.27,30003-20170602141618_v54.27,6214,NA,-444,12,7018,1497288876
8300033627-20170602141618_v54.27,30003-20170602141618_v54.27,6214,NA,-444,12,7018,1497288876
8300033627-20170602141618_v54.27,30003-20170602141618_v54.27,6214,NA,-444,12,7018,1497288876
8300033628-20170602141618_v54.27,30003-20170602141618_v54.27,6217,178,NA,10,7053,1497290998
8300033628-20170602141618_v54.27,30003-20170602141618_v54.27,6217,178,NA,10,7053,1497290998
8300033628-20170602141618_v54.27,30003-20170602141618_v54.27,6217,178,NA,10,7053,1497290998
8300033628-20170602141618_v54.27,30003-20170602141618_v54.27,6217,183,NA,11,7047,1497291153
8300033628-20170602141618_v54.27,30003-20170602141618_v54.27,6217,NA,110,12,7018,1497291230
8300033628-20170602141618_v54.27,30003-20170602141618_v54.27,6217,NA,110,12,7018,1497291230
